PSAP ID,PSAP Name,State,County,City,Type of Change,Comments
3972,Batesville Police Department,MS,Panola,Batesville,NC,
3973,Bay St Louis Police Department,MS,Hancock,Bay St Louis,NC,
3974,Benton County Sheriffs Department,MS,Benton,Ashland,NC,
3975,Biloxi Police Department,MS,Harrison,Biloxi,NC,
3976,Bolivar County Sheriffs Office,MS,Bolivar,Cleveland,NC,
3977,Brandon Police Department,MS,Rankin,Brandon,NC,
8308,Byram Police Department,MS,Hinds,Byram,A,PSAP was added since the original posting of the FCC Registry.
3978,Calhoun County 9-1-1,MS,Calhoun,Pittsboro,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
3979,Canton Police Department,MS,Madison,Canton,NC,
3980,Carroll County Emergency Operations Center,MS,Carroll,Carrollton,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
3981,Chickasaw County E9-1-1,MS,Chickasaw,Houston,NC,
3982,Chickasaw County Sheriffs Department,MS,Chickasaw,Houston,NC,
3984,Choctaw 911,MS,Neshoba,Choctaw,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
3983,Choctaw County E911 Service,MS,Choctaw,Weir,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
3985,Claiborne County Sheriffs Department,MS,Claiborne,Port Gibson,NC,
3986,Clarke County,MS,Clarke,Quitman,NC,
8239,Clay County E911,MS,Clay,West Point,A,PSAP was added since the original posting of the FCC Registry.
3987,Cleveland Police Department,MS,Bolivar,Cleveland,NC,
3988,Clinton Fire Department,MS,Hinds,Clinton,NC,
3989,Clinton Police Department,MS,Hinds,Clinton,NC,
3990,Coahoma County E9-1-1,MS,Coahoma,Clarksdale,NC,
3991,Columbia Police Department,MS,Marion,Columbia,NC,
8305,Columbus Air Force Base,MS,Lowndes,Columbus,A,PSAP was added since the original posting of the FCC Registry.
3992,Copiah County,MS,Copiah,Hazlehurst,NC,
3993,County Unit Facility,MS,Neshoba,Philadelphia,NC,
3994,Covington County Sheriff,MS,Covington,Collins,NC,
3995,Crystal Springs Police Department,MS,Copiah,Crystal Springs,NC,
3996,De Soto County Sheriffs Office-hernando,MS,De Soto,Hernando,NC,
3997,Flowood Police Department,MS,Rankin,Flowood,NC,
3998,Forrest County,MS,Forrest,Hattiesburg,NC,
3999,Forrest County Emergency Management District,MS,Forrest,Hattiesburg,NC,
4000,Franklin County Sheriffs Office,MS,Franklin,Meadville,NC,
4001,Gautier Police Department,MS,Jackson,Gautier,NC,
4002,George County Sheriffs Office,MS,George,Lucedale,NC,
4003,Greene County Sheriffs Office,MS,Greene,Leakesville,NC,
4004,Greenville Police Department,MS,Washington,Greenville,NC,
4005,Grenada Central Communications,MS,Grenada,Grenada,NC,
4006,Grenada County Sheriffs Office,MS,Grenada,Grenada,NC,
4007,Gulfport Police Department,MS,Harrison,Gulfport,NC,
4008,Hancock County Central Dispatching,MS,Hancock,Kiln,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4009,Harrison County Sheriffs Office,MS,Harrison,Gulfport,NC,
4010,Hattiesburg Police Department,MS,Forrest,Hattiesburg,NC,
4011,Hazlehurst Police Department,MS,Copiah,Hazelhurst,NC,
4012,Hernando Police Department,MS,De Soto,Hernando,NC,
4013,Hinds County Board Of Supervisors,MS,Hinds,Jackson,NC,
4014,Hinds County Sheriffs Department,MS,Hinds,Jackson,NC,
4015,Hinds Eoc,MS,Hinds,Raymond,NC,
4016,Hollandale Police Department,MS,Washington,Hollandale,NC,
4017,Holmes E9-1-1,MS,Holmes,East Lexington,NC,
4018,Horn Lake Police Department,MS,De Soto,Horn Lake,NC,
4019,Humphreys County Sheriffs Department,MS,Humphreys,Belzoni,NC,
4020,Indianola Police Department,MS,Sunflower,Indianola,NC,
4021,Itawamba County Sheriffs Office,MS,Itawamba,Fulton,NC,
4022,Jackson County Sheriff`s Office-main,MS,Jackson,Pascagoula,NC,
4023,Jackson County Sheriffs Office - West,MS,Jackson,Pascagoula,NC,
4024,Jackson Police Department,MS,Hinds,Jackson,NC,
4025,Jasper County Sheriffs Office,MS,Jasper,Bay Springs,NC,
4026,Jefferson County Sheriffs Department,MS,Jefferson,Fayette,NC,
4027,Jefferson Davis County Sheriffs Office,MS,Jefferson Davis,Prentiss,NC,
4028,Jones County Sheriffs Office,MS,Jones,Laurel,NC,
4029,Keesler Air Force Base,MS,Harrison,Keesler Air Force Base,NC,
4030,Kemper County Sheriffs Office,MS,Kemper,De Kalb,NC,
4031,Kosciusko Police Department,MS,Attala,Kosciusko,NC,
4032,Lafayette County 9-1-1,MS,Lafayette,Oxford,NC,
4033,Lamar County Sheriffs Office,MS,Lamar,Purvis,NC,
4034,Lauderdale County E9-1-1 Center,MS,Lauderdale,Meridian,NC,
4035,Lauderdale County Sheriffs Department,MS,Lauderdale,Meridian,NC,
4036,Lauderdale Emergency Management,MS,Lauderdale,Meridian,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #4034
4037,Laurel Police Department,MS,Jones,Laurel,NC,
4038,Lawrence County E9-1-1,MS,Lawrence,Monticello,NC,
4039,Lawrence County Sheriff,MS,Lawrence,Brookhaven,NC,
4040,Leake County Communications Center,MS,Leake,Carthage,NC,
4041,Lee County Communication E9-1-1 Center,MS,Lee,Saltillo,NC,
4042,Leflore County Sheriffs Department,MS,Leflore,Greenwood,NC,
4043,Leland Police Department,MS,Washington,Leland,NC,
4044,Lincoln County Sheriffs Office,MS,Lincoln,Brookhaven,NC,
4045,Long Beach Police Department,MS,Harrison,Long Beach,NC,
4046,Louisville-winston E9-1-1,MS,Winston,Louisville,NC,
4047,Lowndes County E9-1-1,MS,Lowndes,Columbus,NC,
4048,Madison County Sheriffs Office,MS,Madison,Canton,NC,
4049,Madison Police Department,MS,Madison,Madison,NC,
4050,Marion County Sheriffs Office,MS,Marion,Columbia,NC,
4051,Marshall County E9-1-1,MS,Marshall,Holly Springs,NC,
4052,Mccomb Police Department,MS,Pike,Mccomb,NC,
4053,Mississippi Highway Patrol-district #1,MS,Hinds,Jackson,NC,
4054,Monroe County 9-1-1,MS,Monroe,Aberdeen,NC,
4055,Monroe County Sheriffs Department,MS,Monroe,,NC,
4056,Montgomery County Eoc,MS,Montgomery,Winona,NC,
7973,Monticello Police Department,MS,Lawrence,Monticello,A,PSAP was added since the original posting of the FCC Registry.
4057,Moss Point Police Department,MS,Jackson,Moss Point,NC,
4058,Natchez Police Department,MS,Adams,Natchez,NC,
4059,Neshoba County 9-1-1,MS,Neshoba,Philadelphia,NC,
4060,Newton County Emergency Management Agency E9-1-1,MS,Newton,Decatur,NC,
4061,Newton Police Department,MS,Newton,Newton,NC,
4062,Noxubee County Emergency Management,MS,Noxubee,Macon,NC,
4063,Noxubee County Jail,MS,Noxubee,Macon,NC,
4064,Ocean Springs Police Department,MS,Jackson,Ocean Springs,NC,
4065,Oktibbeha County E9-1-1,MS,Oktibbeha,Starkville,NC,
4066,Oktibbeha County Eoc,MS,Oktibbeha,Starkville,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #4065
4067,Olive Branch Police Department,MS,De Soto,Olive Branch,NC,
4068,Panola County Sheriff,MS,Panola,Batesville,NC,
4069,Pascagoula Police Department,MS,Jackson,Pascagoula,NC,
4070,Pass Christian Police Department,MS,Harrison,Pass Christian,NC,
4071,Pearl Police Department,MS,Rankin,Pearl,NC,
4072,Pearl River County Sheriffs Department,MS,Pearl River,Poplarville,NC,
4073,Perry County Sheriffs Department,MS,Perry,New Augusta,NC,
4074,Petal Police Department,MS,Forrest,Petal,NC,
4075,Philadelphia Fire Department,MS,Neshoba,Philadelphia,NC,
4076,Philadelphia Police Department,MS,Neshoba,Philadelphia,NC,
4077,Picayune Police Department,MS,Pearl River,Picayune,NC,
4078,Pike County Sheriffs Office,MS,Pike,Magnolia,NC,
4079,Pontotoc County Sheriffs Office,MS,Pontotoc,Pontotoc,NC,
4080,Prentiss County 9-1-1,MS,Prentiss,Booneville,NC,
4081,Quitman County Sheriffs Office,MS,Quitman,Marks,NC,
4082,Rankin County Sheriffs Office,MS,Rankin,Brandon,NC,
4083,Richland Police Department,MS,Rankin,Richland,NC,
4084,Ridgeland Fire Department,MS,Madison,Ridgeland,NC,
4085,Ridgeland Police Department,MS,Madison,Ridgeland,NC,
4086,Sardis Police Department,MS,Panola,Sardis,NC,
4087,Scott County Sheriffs Office,MS,Scott,Forrest,NC,
4088,Sharkey County Sheriffs Office,MS,Sharkey,Rolling Fork,NC,
4089,Simpson County Sheriffs Office,MS,Simpson,Mendenhall,NC,
4090,Smith County Sheriffs Office,MS,Smith,Raleigh,NC,
4091,Southaven Police Department,MS,De Soto,Southaven,NC,
4092,Starkville Police Department,MS,Oktibbeha,Starkville,NC,
4093,Stone County 9-1-1,MS,Stone,Wiggins,NC,
4094,Sunflower County Sheriff,MS,Sunflower,Indianola,NC,
4095,Tallahatchie County Sheriffs Office,MS,Tallahatchie,Charleston,NC,
4096,Tate County Sheriffs Office,MS,Tate,Senatobia,NC,
4097,Tippah County Sheriffs Office,MS,Tippah,Ripley,NC,
4098,Tishomingo County Sheriffs Office,MS,Tishomingo,Iuka,NC,
4099,Tunica County Sheriffs Office,MS,Tunica,Tunica,NC,
4100,Union County Eoc,MS,Union,New Albany,NC,
8382,Us Navy Nas Meridian Ldc,MS,Lauderdale,Meridian,A,PSAP was added since the original posting of the FCC Registry.
8381,Us Navy Ncbc Gulfport Ldc,MS,Harrison,Gulfport,A,PSAP was added since the original posting of the FCC Registry.
4101,Vicksburg-warren E9-1-1 Communications Center,MS,Warren,Vicksburg,NC,
4102,Walthall County Sheriffs Office,MS,Walthall,Tylertown,NC,
4103,Washington County Sheriffs Department,MS,Washington,Greenville,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4104,Water Valley Police Department,MS,Yalobusha,Water Valley,NC,
4105,Waveland Police Department,MS,Hancock,Waveland,NC,
4106,Wayne County Sheriffs Office,MS,Wayne,Waynesboro,NC,
4107,Webster County Sheriffs Department,MS,Webster,Eupora,NC,
4108,Wilkinson County Sheriffs Office,MS,Wilkinson,Woodville,NC,
4109,Yalobusha County Sheriffs Office,MS,Yalobusha,Water Valley,NC,
4110,Yazoo City Police Department,MS,Yazoo,Yazoo City,NC,
4111,Yazoo County 911,MS,Yazoo,Yazoo City,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4112,Anaconda-deer Lodge Law Enforcement,MT,Deer Lodge,Anaconda,NC,
4113,Beaverhead County Sheriff,MT,Beaverhead,Dillon,NC,
4115,Bia-crow Agency Office Of Les,MT,Big Horn,Crow Agency,NC,
4116,Big Horn County Sheriffs Office,MT,Big Horn,Hardin,NC,
4118,Black Feet Tribal Law Enforcement,MT,Glacier,Browning,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4119,Blaine County Sheriff,MT,Blaine,Chinook,NC,
4120,Broadwater County Sheriff,MT,Broadwater,Townsend,NC,
4121,Butte-silver Bow Law Enforcement,MT,Silver Bow,Butte,NC,
4122,Carbon County Sheriffs Office,MT,Carbon,Red Lodge,NC,
4141,"Central Montana (city Of Lewistown, Petroleum & Judith Basin Counties) Lewistown Police Department",MT,Fergus,Lewistown,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4123,Chouteau County Sheriff,MT,Chouteau,Ft Benton,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8303,Colstrip Police Department,MT,Rosebud,Colstrip,A,PSAP was added since the original posting of the FCC Registry.
4147,Custer/garfield County,MT,Custer,Miles City,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4125,Daniels County Sheriffs Office,MT,Daniels,Scobey,NC,
4126,Department Of Natural Resources,MT,Sanders,Plains,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
4127,Eureka Area Dispatch,MT,Lincoln,Eureka,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4128,Fallon County Dispatch Center,MT,Fallon,Baker,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4129,Fergus,MT,Fergus,Lewistown,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4130,Flathead County Sheriff,MT,Flathead,Kalispell,NC,
4131,Gallatin County-city Of Bozeman 9-1-1,MT,Gallatin,Bozeman,NC,
4132,Glacier County Sheriffs Office,MT,Glacier,Cut Bank,NC,
4133,Glendive Police Department,MT,Dawson,Glendive,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4134,Granite County Sheriffs Office,MT,Granite,Philipsburg,NC,
4135,Great Falls/cascade County 9-1-1,MT,Cascade,Great Falls,NC,
8154,Havre Police Department,MT,Hill,Havre,A,PSAP was added since the original posting of the FCC Registry.
4137,Hill County Sheriffs Office,MT,Hill,Havre,NC,
4138,Jefferson County Sheriff,MT,Jefferson,Boulder,NC,
4139,Lake County Sheriffs Office,MT,Lake,Polson,NC,
4140,Laurel Police Department,MT,Yellowstone,Laurel,NC,
4136,Lewis & Clark County,MT,Lewis And Clark,Helena,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4142,Liberty County 9-1-1,MT,Liberty,Chester,NC,
4143,Lincoln County Sheriffs Department,MT,Lincoln,Libby,NC,
4144,Madison County Sheriff,MT,Madison,Virginia City,NC,
4145,Malmstrom Air Force Base,MT,Cascade,Malmstrom Afb,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
4124,Mccone County Dispatch Center,MT,Mc Cone,Circle,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
4146,Meagher County Sheriffs Office,MT,Meagher,White Sulphur Springs,NC,
4148,Mineral County Sheriffs Department,MT,Mineral,Superior,NC,
